timestamp,ip,path,method,status_code,user_agent,response_size,analysis_timestamp,suspicious,reasons,risk_level
2025-12-28 21:16:01.748914,192.168.180.29,/api/orders,DELETE,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,27323,2025-12-28T14:01:17.291740,True,['Unusual HTTP method: DELETE'],low
2025-12-28 21:19:01.748914,192.168.36.238,/files/../../../etc/shadow,GET,403,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,36031,2025-12-28T14:01:17.293349,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 403']",medium
2025-12-28 21:20:01.748914,192.168.228.67,/admin/config,DELETE,500,python-requests/2.25,13044,2025-12-28T14:01:17.293902,True,"[""Admin Access: '/admin' detected in path"", 'Unusual HTTP method: DELETE', 'Error status code: 500']",medium
2025-12-28 21:22:01.748914,192.168.234.133,/api/products,DELETE,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,39807,2025-12-28T14:01:17.294980,True,['Unusual HTTP method: DELETE'],low
2025-12-28 21:25:01.748914,192.168.220.31,/dashboard,PUT,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,5535,2025-12-28T14:01:17.296637,True,['Unusual HTTP method: PUT'],low
2025-12-28 21:31:01.748914,192.168.79.233,/files/../../../etc/shadow,GET,400,nikto/2.1.6,9066,2025-12-28T14:01:17.303131,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 400', 'Suspicious user agent: nikto']",medium
2025-12-28 21:32:01.748914,192.168.179.146,/admin/users,GET,403,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,6849,2025-12-28T14:01:17.304342,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 403']",medium
2025-12-28 21:33:01.748914,192.168.20.207,/home,PUT,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,42377,2025-12-28T14:01:17.305679,True,['Unusual HTTP method: PUT'],low
2025-12-28 21:34:01.748914,192.168.133.130,/api/users'; DROP TABLE users;--,GET,400,masscan/1.0,29264,2025-12-28T14:01:17.306982,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 400', 'Suspicious user agent: masscan']",high
2025-12-28 21:36:01.748914,192.168.173.95,/home,PUT,201,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,30307,2025-12-28T14:01:17.309370,True,['Unusual HTTP method: PUT'],low
2025-12-28 21:45:01.748914,192.168.215.231,/api/users'; DROP TABLE users;--,DELETE,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,11340,2025-12-28T14:01:17.321611,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Unusual HTTP method: DELETE', 'Error status code: 403']",high
2025-12-28 21:47:01.748914,192.168.236.61,/profile,POST,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,35164,2025-12-28T14:01:17.324196,True,['Error status code: 400'],low
2025-12-28 21:48:01.748914,192.168.5.223,/admin/config,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,36569,2025-12-28T14:01:17.325504,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 400']",medium
2025-12-28 21:51:01.748914,192.168.186.169,/search?q=<img src=x onerror=alert(1)>,GET,404,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,43774,2025-12-28T14:01:17.329422,True,"[""Xss: 'onerror=' detected in path"", 'Error status code: 404']",medium
2025-12-28 21:55:01.748914,192.168.180.56,/api/users?id=1' OR '1'='1,DELETE,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,35122,2025-12-28T14:01:17.335106,True,"[""Sql Injection: ''' detected in path"", 'Unusual HTTP method: DELETE', 'Error status code: 403']",high
2025-12-28 21:56:01.748914,192.168.162.94,/admin/config,POST,400,python-requests/2.25,9869,2025-12-28T14:01:17.336316,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 400']",medium
2025-12-28 21:57:01.748914,192.168.98.211,/home,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,38617,2025-12-28T14:01:17.337545,True,['Unusual HTTP method: DELETE'],low
2025-12-28 21:59:01.748914,192.168.110.63,/.env,POST,403,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,48710,2025-12-28T14:01:17.340152,True,"[""Admin Access: '/.env' detected in path"", 'Error status code: 403']",medium
2025-12-28 22:00:01.748914,192.168.199.254,/api/users'; DROP TABLE users;--,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,37889,2025-12-28T14:01:17.341376,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 400']",high
2025-12-28 22:01:01.748914,192.168.46.120,/upload/shell.php,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,23065,2025-12-28T14:01:17.342615,True,['Error status code: 400'],low
2025-12-28 22:02:01.748914,192.168.91.184,/search?q=<script>alert('XSS')</script>,GET,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,26514,2025-12-28T14:01:17.343725,True,"[""Sql Injection: ''' detected in path"", ""Xss: '<script' detected in path"", 'Error status code: 403']",high
2025-12-28 22:07:01.748914,192.168.46.72,/api/users?id=1' UNION SELECT * FROM users--,POST,400,nmap scripting engine,36084,2025-12-28T14:01:17.351444,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 400', 'Suspicious user agent: nmap']",high
2025-12-28 22:08:01.748914,192.168.59.114,/profile,PUT,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,16761,2025-12-28T14:01:17.352730,True,['Unusual HTTP method: PUT'],low
2025-12-28 22:11:01.748914,192.168.193.129,/search?q=<img src=x onerror=alert(1)>,GET,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,26599,2025-12-28T14:01:17.356339,True,"[""Xss: 'onerror=' detected in path"", 'Error status code: 403']",medium
2025-12-28 22:14:01.748914,192.168.81.231,/contact,PUT,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,48799,2025-12-28T14:01:17.360078,True,['Unusual HTTP method: PUT'],low
2025-12-28 22:16:01.748914,192.168.75.182,/home,PUT,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,9702,2025-12-28T14:01:17.362481,True,['Unusual HTTP method: PUT'],low
2025-12-28 22:19:01.748914,192.168.24.198,/search?q=<img src=x onerror=alert(1)>,GET,500,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,46678,2025-12-28T14:01:17.367417,True,"[""Xss: 'onerror=' detected in path"", 'Error status code: 500']",medium
2025-12-28 22:20:01.748914,192.168.45.223,/search?q=products,PUT,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,16405,2025-12-28T14:01:17.368652,True,['Unusual HTTP method: PUT'],low
2025-12-28 22:21:01.748914,192.168.109.220,/api/users?id=1' UNION SELECT * FROM users--,GET,400,python-requests/2.25,46109,2025-12-28T14:01:17.369842,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 400']",high
2025-12-28 22:24:01.748914,192.168.6.83,/api/users,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,25892,2025-12-28T14:01:17.373672,True,['Error status code: 400'],low
2025-12-28 22:31:01.748914,192.168.226.234,/upload/shell.php,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,19589,2025-12-28T14:01:17.383865,True,['Error status code: 400'],low
2025-12-28 22:36:01.748914,192.168.76.83,/settings,DELETE,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,22305,2025-12-28T14:01:17.390035,True,['Unusual HTTP method: DELETE'],low
2025-12-28 22:40:01.748914,192.168.228.103,/search?q=<img src=x onerror=alert(1)>,GET,500,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,27848,2025-12-28T14:01:17.395236,True,"[""Xss: 'onerror=' detected in path"", 'Error status code: 500']",medium
2025-12-28 22:41:01.748914,192.168.121.116,/ping?host=127.0.0.1|ls,POST,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,46633,2025-12-28T14:01:17.396663,True,"[""Command Injection: '|' detected in path"", 'Error status code: 404']",high
2025-12-28 22:42:01.748914,192.168.238.172,/ping?host=127.0.0.1|ls,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,23801,2025-12-28T14:01:17.398594,True,"[""Command Injection: '|' detected in path"", 'Error status code: 400']",high
2025-12-28 22:43:01.748914,192.168.200.15,/config.php,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,37255,2025-12-28T14:01:17.400017,True,"[""Admin Access: '/config' detected in path"", 'Error status code: 400']",medium
2025-12-28 22:47:01.748914,192.168.67.57,/.env,GET,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,44635,2025-12-28T14:01:17.404867,True,"[""Admin Access: '/.env' detected in path"", 'Error status code: 500']",medium
2025-12-28 22:50:01.748914,192.168.209.140,/api/users?id=1' UNION SELECT * FROM users--,GET,403,python-requests/2.25,44256,2025-12-28T14:01:17.408720,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 403']",high
2025-12-28 22:52:01.748914,192.168.32.66,/.env,DELETE,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,31175,2025-12-28T14:01:17.411305,True,"[""Admin Access: '/.env' detected in path"", 'Unusual HTTP method: DELETE', 'Error status code: 400']",medium
2025-12-28 22:53:01.748914,192.168.225.148,/api/orders,DELETE,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,27062,2025-12-28T14:01:17.413171,True,['Unusual HTTP method: DELETE'],low
2025-12-28 22:55:01.748914,192.168.96.233,/search?q=<img src=x onerror=alert(1)>,GET,404,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,47752,2025-12-28T14:01:17.416660,True,"[""Xss: 'onerror=' detected in path"", 'Error status code: 404']",medium
2025-12-28 23:01:01.748914,192.168.47.150,/api/users?id=1' OR '1'='1,PUT,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,21549,2025-12-28T14:01:17.423808,True,"[""Sql Injection: ''' detected in path"", 'Unusual HTTP method: PUT', 'Error status code: 400']",high
2025-12-28 23:03:01.748914,192.168.219.119,/.env,GET,404,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,18702,2025-12-28T14:01:17.426126,True,"[""Admin Access: '/.env' detected in path"", 'Error status code: 404']",medium
2025-12-28 23:04:01.748914,192.168.101.44,/api/products,DELETE,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,18492,2025-12-28T14:01:17.428189,True,['Unusual HTTP method: DELETE'],low
2025-12-28 23:22:01.748914,192.168.118.243,/api/users?id=1' OR '1'='1,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,23636,2025-12-28T14:01:17.446448,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 400']",high
2025-12-28 23:35:01.748914,192.168.129.194,/search?q=<img src=x onerror=alert(1)>,GET,400,nmap scripting engine,4432,2025-12-28T14:01:17.463961,True,"[""Xss: 'onerror=' detected in path"", 'Error status code: 400', 'Suspicious user agent: nmap']",medium
2025-12-28 23:37:01.748914,192.168.11.6,/api/users'; DROP TABLE users;--,GET,403,masscan/1.0,13721,2025-12-28T14:01:17.466624,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 403', 'Suspicious user agent: masscan']",high
2025-12-28 23:38:01.748914,192.168.211.186,/api/users,POST,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,13124,2025-12-28T14:01:17.467299,True,['Error status code: 400'],low
2025-12-28 23:39:01.748914,192.168.21.91,/api/users?id=1' UNION SELECT * FROM users--,POST,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,36822,2025-12-28T14:01:17.467945,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 400']",high
2025-12-28 23:41:01.748914,192.168.134.164,/settings,PUT,201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,43096,2025-12-28T14:01:17.469213,True,['Unusual HTTP method: PUT'],low
2025-12-28 23:43:01.748914,192.168.136.222,/api/users?id=1' UNION SELECT * FROM users--,GET,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,42722,2025-12-28T14:01:17.470509,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 403']",high
2025-12-28 23:46:01.748914,192.168.70.149,/contact,DELETE,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,34380,2025-12-28T14:01:17.472441,True,"['Unusual HTTP method: DELETE', 'Error status code: 400']",medium
2025-12-28 23:47:01.748914,192.168.166.23,/api/products,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,44415,2025-12-28T14:01:17.472933,True,['Error status code: 400'],low
2025-12-28 23:52:01.748914,192.168.219.133,/upload/shell.php,GET,400,masscan/1.0,42314,2025-12-28T14:01:17.475776,True,"['Error status code: 400', 'Suspicious user agent: masscan']",low
2025-12-28 23:53:01.748914,192.168.154.253,/api/users?id=1' OR '1'='1,GET,500,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,17103,2025-12-28T14:01:17.476733,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 500']",high
2025-12-28 23:54:01.748914,192.168.116.26,/about,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,31437,2025-12-28T14:01:17.477415,True,['Error status code: 400'],low
2025-12-28 23:58:01.748914,192.168.26.63,/about,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,39018,2025-12-28T14:01:17.479298,True,['Error status code: 400'],low
2025-12-29 00:01:01.748914,192.168.45.163,/files/../../etc/passwd,PUT,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,23884,2025-12-28T14:01:17.480708,True,"[""Path Traversal: '../' detected in path"", 'Unusual HTTP method: PUT', 'Error status code: 404']",medium
2025-12-29 00:08:01.748914,192.168.139.67,/api/exec?cmd=whoami,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,7885,2025-12-28T14:01:17.485358,True,"[""Sql Injection: 'exec' detected in path"", ""Command Injection: 'whoami' detected in path"", 'Error status code: 400']",high
2025-12-29 00:13:01.748914,192.168.76.251,/home,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,24245,2025-12-28T14:01:17.488065,True,['Error status code: 400'],low
2025-12-29 00:15:01.748914,192.168.26.110,/api/products,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,28301,2025-12-28T14:01:17.489140,True,['Unusual HTTP method: DELETE'],low
2025-12-29 00:16:01.748914,192.168.222.84,/config.php,PUT,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,39380,2025-12-28T14:01:17.489669,True,"[""Admin Access: '/config' detected in path"", 'Unusual HTTP method: PUT', 'Error status code: 400']",medium
2025-12-29 00:17:01.748914,192.168.58.29,/admin/config,POST,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,24312,2025-12-28T14:01:17.490197,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 400']",medium
2025-12-29 00:22:01.748914,192.168.95.154,/backup/database.sql,POST,403,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,41611,2025-12-28T14:01:17.495322,True,"[""Admin Access: '/backup' detected in path"", 'Error status code: 403']",medium
2025-12-29 00:26:01.748914,192.168.32.231,/api/users?id=1' UNION SELECT * FROM users--,GET,400,masscan/1.0,31194,2025-12-28T14:01:17.500102,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 400', 'Suspicious user agent: masscan']",high
2025-12-29 00:27:01.748914,192.168.149.253,/search?q=<script>alert('XSS')</script>,POST,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,26194,2025-12-28T14:01:17.501160,True,"[""Sql Injection: ''' detected in path"", ""Xss: '<script' detected in path"", 'Error status code: 404']",high
2025-12-29 00:28:01.748914,192.168.185.134,/backup/database.sql,POST,400,python-requests/2.25,18344,2025-12-28T14:01:17.502186,True,"[""Admin Access: '/backup' detected in path"", 'Error status code: 400']",medium
2025-12-29 00:31:01.748914,192.168.160.59,/backup/database.sql,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,25328,2025-12-28T14:01:17.505292,True,"[""Admin Access: '/backup' detected in path"", 'Error status code: 400']",medium
2025-12-29 00:32:01.748914,192.168.210.104,/api/users?id=1' UNION SELECT * FROM users--,GET,400,nikto/2.1.6,22461,2025-12-28T14:01:17.506493,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 400', 'Suspicious user agent: nikto']",high
2025-12-29 00:34:01.748914,192.168.248.5,/search?q=products,PUT,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,43879,2025-12-28T14:01:17.508970,True,['Unusual HTTP method: PUT'],low
2025-12-29 00:36:01.748914,192.168.66.47,/api/orders,DELETE,201,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,8095,2025-12-28T14:01:17.511387,True,['Unusual HTTP method: DELETE'],low
2025-12-29 00:37:01.748914,192.168.46.218,/search?q=products,PUT,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,30590,2025-12-28T14:01:17.512546,True,['Unusual HTTP method: PUT'],low
2025-12-29 00:38:01.748914,192.168.71.165,/settings,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,43307,2025-12-28T14:01:17.513764,True,['Error status code: 400'],low
2025-12-29 00:43:01.748914,192.168.94.41,/files/../../../etc/shadow,GET,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,2249,2025-12-28T14:01:17.521515,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 403']",medium
2025-12-29 00:45:01.748914,192.168.183.36,/api/orders,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,40716,2025-12-28T14:01:17.524368,True,['Error status code: 400'],low
2025-12-29 00:51:01.748914,192.168.9.189,/admin/users,GET,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,17435,2025-12-28T14:01:17.532588,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 403']",medium
2025-12-29 00:54:01.748914,192.168.4.30,/api/products,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,47825,2025-12-28T14:01:17.536493,True,['Error status code: 400'],low
2025-12-29 00:57:01.748914,192.168.50.248,/settings,DELETE,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,25511,2025-12-28T14:01:17.539890,True,['Unusual HTTP method: DELETE'],low
2025-12-29 01:01:01.748914,192.168.134.31,/files/../../../etc/shadow,GET,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,37049,2025-12-28T14:01:17.545031,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 403']",medium
2025-12-29 01:02:01.748914,192.168.113.118,/upload/shell.php,DELETE,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,38129,2025-12-28T14:01:17.546142,True,"['Unusual HTTP method: DELETE', 'Error status code: 403']",medium
2025-12-29 01:03:01.748914,192.168.108.120,/ping?host=127.0.0.1|ls,POST,404,masscan/1.0,48600,2025-12-28T14:01:17.547202,True,"[""Command Injection: '|' detected in path"", 'Error status code: 404', 'Suspicious user agent: masscan']",high
2025-12-29 01:04:01.748914,192.168.161.193,/contact,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,33885,2025-12-28T14:01:17.549172,True,['Unusual HTTP method: DELETE'],low
2025-12-29 01:10:01.748914,192.168.146.26,/api/users,DELETE,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,46119,2025-12-28T14:01:17.555238,True,['Unusual HTTP method: DELETE'],low
2025-12-29 01:13:01.748914,192.168.166.122,/files/../../etc/passwd,GET,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,188,2025-12-28T14:01:17.560401,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 403']",medium
2025-12-29 01:16:01.748914,192.168.25.12,/admin/config,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,47855,2025-12-28T14:01:17.566502,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 400']",medium
2025-12-29 01:17:01.748914,192.168.53.238,/api/users?id=1' UNION SELECT * FROM users--,GET,403,python-requests/2.25,37882,2025-12-28T14:01:17.567959,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 403']",high
2025-12-29 01:21:01.748914,192.168.147.158,/home,PUT,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,1832,2025-12-28T14:01:17.572801,True,['Unusual HTTP method: PUT'],low
2025-12-29 01:22:01.748914,192.168.150.130,/search?q=<script>alert('XSS')</script>,DELETE,404,python-requests/2.25,46832,2025-12-28T14:01:17.573733,True,"[""Sql Injection: ''' detected in path"", ""Xss: '<script' detected in path"", 'Unusual HTTP method: DELETE', 'Error status code: 404']",high
2025-12-29 01:23:01.748914,192.168.20.84,/config.php,GET,403,sqlmap/1.0,30003,2025-12-28T14:01:17.574667,True,"[""Admin Access: '/config' detected in path"", 'Error status code: 403', 'Suspicious user agent: sqlmap']",medium
2025-12-29 01:25:01.748914,192.168.248.125,/home,DELETE,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,35989,2025-12-28T14:01:17.577620,True,"['Unusual HTTP method: DELETE', 'Error status code: 400']",medium
2025-12-29 01:26:01.748914,192.168.113.28,/about,DELETE,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,5564,2025-12-28T14:01:17.578715,True,"['Unusual HTTP method: DELETE', 'Error status code: 400']",medium
2025-12-29 01:27:01.748914,192.168.165.86,/api/users,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,33446,2025-12-28T14:01:17.579591,True,['Error status code: 400'],low
2025-12-29 01:28:01.748914,192.168.154.205,/api/users?id=1' OR '1'='1,GET,404,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,36046,2025-12-28T14:01:17.580774,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 404']",high
2025-12-29 01:29:01.748914,192.168.210.153,/api/users'; DROP TABLE users;--,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,49474,2025-12-28T14:01:17.583088,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 400']",high
2025-12-29 01:30:01.748914,192.168.105.175,/home,PUT,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,8304,2025-12-28T14:01:17.584213,True,['Unusual HTTP method: PUT'],low
2025-12-29 01:31:01.748914,192.168.198.113,/admin/users,POST,404,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,14890,2025-12-28T14:01:17.585216,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 404']",medium
2025-12-29 01:32:01.748914,192.168.223.21,/api/users?id=1' OR '1'='1,GET,404,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,24723,2025-12-28T14:01:17.586214,True,"[""Sql Injection: ''' detected in path"", 'Error status code: 404']",high
2025-12-29 01:34:01.748914,192.168.197.214,/admin/users,GET,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,37060,2025-12-28T14:01:17.588117,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 403']",medium
2025-12-29 01:37:01.748914,192.168.171.202,/api/users'; DROP TABLE users;--,GET,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,31227,2025-12-28T14:01:17.591610,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 403']",high
2025-12-29 01:43:01.748914,192.168.72.182,/admin/config,POST,404,nmap scripting engine,27580,2025-12-28T14:01:17.600172,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 404', 'Suspicious user agent: nmap']",medium
2025-12-29 01:44:01.748914,192.168.54.186,/.env,GET,404,nmap scripting engine,11693,2025-12-28T14:01:17.601595,True,"[""Admin Access: '/.env' detected in path"", 'Error status code: 404', 'Suspicious user agent: nmap']",medium
2025-12-29 01:50:01.748914,192.168.249.109,/api/users,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/95.0,47978,2025-12-28T14:01:17.608686,True,['Unusual HTTP method: DELETE'],low
2025-12-29 01:53:01.748914,192.168.68.204,/config.php,GET,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,31448,2025-12-28T14:01:17.611701,True,"[""Admin Access: '/config' detected in path"", 'Error status code: 403']",medium
2025-12-29 01:56:01.748914,192.168.20.154,/api/exec?cmd=whoami,GET,400,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,3562,2025-12-28T14:01:17.614135,True,"[""Sql Injection: 'exec' detected in path"", ""Command Injection: 'whoami' detected in path"", 'Error status code: 400']",high
2025-12-29 01:57:01.748914,192.168.132.230,/files/../../etc/passwd,POST,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,7833,2025-12-28T14:01:17.614949,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 400']",medium
2025-12-29 01:59:01.748914,192.168.118.232,/api/users,DELETE,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/96.0,11321,2025-12-28T14:01:17.616706,True,['Unusual HTTP method: DELETE'],low
2025-12-29 02:04:01.748914,192.168.22.92,/admin/config,POST,403,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,11947,2025-12-28T14:01:17.619740,True,"[""Admin Access: '/admin' detected in path"", 'Error status code: 403']",medium
2025-12-29 02:14:01.748914,192.168.216.94,/api/users'; DROP TABLE users;--,POST,500,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0) Mobile/15E148,30923,2025-12-28T14:01:17.625070,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 500']",high
2025-12-29 02:15:01.748914,192.168.75.85,/.env,GET,400,sqlmap/1.0,38945,2025-12-28T14:01:17.625598,True,"[""Admin Access: '/.env' detected in path"", 'Error status code: 400', 'Suspicious user agent: sqlmap']",medium
2025-12-29 02:18:01.748914,192.168.50.69,/api/users'; DROP TABLE users;--,GET,400,masscan/1.0,32614,2025-12-28T14:01:17.627021,True,"[""Sql Injection: ''' detected in path"", ""Command Injection: ';' detected in path"", 'Error status code: 400', 'Suspicious user agent: masscan']",high
2025-12-29 02:21:01.748914,192.168.188.39,/api/orders,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1,18583,2025-12-28T14:01:17.628496,True,['Error status code: 400'],low
2025-12-29 02:23:01.748914,192.168.160.19,/files/../../etc/passwd,GET,400,python-requests/2.25,36790,2025-12-28T14:01:17.629561,True,"[""Path Traversal: '../' detected in path"", 'Error status code: 400']",medium
